Id,Brand,Model,Year,FuelType,Engine,Transmission,BodyType,Description,ImageUrl,HorsePower,Color,Mileage,Price
36,Bmw,BMW X5 M F85,2009,Gasoline,4.4L xDrive V8 8AT AWD (575 HP),8-speed automatic,SUV (Sports Utility Vehicle),"The big SUV from BMW received an M-Technik implant in 2014. The Motorsport department developed the most powerful engine for an all-wheel-drive BMW ever and installed it in the X5. First, it took the 4.4-liter V8 gasoline engine and then plugged a pair of TwinScroll turbocharges, cross-bank exhaust manifolds, VALVETRONIC and High Precision Direct Gasoline Injection system. The result is a total output of 575 hp and 750 Nm (553 lb-ft) of torque. To send this energy to the wheels, M engineers installed a newly developed 8-speed Steptronic automatic gearbox.From the outside, a new aerodynamic package was added. Large air intakes at the front end, side gills with a model badge and air breathers, signature M exterior mirrors in twin-stalk style, a typically M four-tailpipe exhaust system give it a standalone look M fans will immediately recognize. Setting the seal on this exclusive range of features are M-specific 20-inch light-alloy wheels with mixed tires or forged 21-inch M light-alloy wheels (optional).The interior is fit for a high-performance vehicle, even if it is an SUV. As with all cars from the BMW brand, the design of the interior prioritizes intuitive usability. Also, M GmbH makes its own distinctive mark here. For example, the BMW X5 M come with a newly developed, ergonomically optimized M leather steering wheel with gearshift paddles, while the M gearshift lever has an equally distinctive design. The instrument cluster, M Drive menu in the information display, displays in the optional Head-Up Display and special multifunction switch with M Drive buttons on the steering wheel also fit the M template.",https://s1.cdn.autoevolution.com/images/gallery/BMW-X5M-5325_4.jpg,575,Blue,94562,65741
37,Bmw,BMW X5 M E70,2009,Gasoline,4.4L xDrive V8 6AT AWD (555 HP),6-speed automatic,SUV (Sports Utility Vehicle),"BMW introduced the most potent X5 to that date and added the notorious M badge on it, confirming that it can provide performance at any level for any ground clearance.The X5 and X6 M were the first all-wheel-drive vehicles that ever sported the M-logo. Before that, the carmaker provided powerful versions ever since the first generation, with the 4.4-liter and the 4.6-liter engines, but those were not considered worthy enough to wear the magic light-blue, navy-blue, and red logo. That version came only on the second generation of the X5 in 2009.Any M car had to tick more boxes than any other BMW, and the X5 followed the same procedure. BMW's motorsport department enhanced the car's look with new front bumpers with enlarged air dams. Two large and rectangular air scoops flanked the center lower grille. On its sides, the carmaker added M-specific badges on the front fenders. From its profile, the 20"" light-alloy wheels with unique design emphasized the car's performance, while at the back, the four exhausts confirmed it.Inside, the X5 featured a leather-clad interior with specific M-badges on the steering wheel, the gear selector, and inside the tachometer. Its power-adjustable sport bucket-seats promised good side support with their adjustable bolsters. Piano-black trims adorned the center console, the door cards, and the dashboard. Last but not least, a pair of aluminum paddle-shifters was mounted behind the steering wheel. For the rear passengers, BMW offered the same spacious split-folding bench.BMW's motorsport department installed a twin-turbocharged 4.4-liter V-8 engine under the hood paired with a six-speed automatic transmission that sent the power in all corners. For stopping, the car featured four-pot calipers at the front and single-pot in the rear, while the all-wheel independent suspension was enhanced with adaptive dampers.",https://s1.cdn.autoevolution.com/images/gallery/BMWX5M-3867_1.jpg,555,Red,125125,58909
38,Bmw,BMW X6 M Competition,2009,Mild Hybrid,Competition 4.4L V8 xDrive 48V MHEV AWD 8AT (625 HP),8-speed automatic  M Steptronic  with Drivelogic,SUV (Sports Utility Vehicle),"BMW refreshed the X6 lineup at the beginning of 2023, and along with the rest of the range, the M Competition version received a well-deserved update.The world of performance SUVs was no longer a territory where just one or two brands dominated the market. Apart from Porsche's Cayenne and its sibling Lamborghini Urus, Aston Martin, Mercedes-Benz, BMW, and Cadillac joined the bandwagon. We didn't mention Ferrari since the Italian brand didn't say that the Purosangue was an SUV (although it was). So, in this small circle of powerful vehicles, the white-and-blue badged automaker from Munchen had to stay ahead of the game to attract more customers.BMW celebrated 50 years of its performance division M in 2022, and at the beginning of the following year, it introduced a facelift for the entire X6 range. And that meant some changes for the M Competition version as well. The car's exterior got new, slimmer headlights and a redesigned, broader grille that was flanked by wider air intakes to cool the brakes. In addition, the lower bumper sported a second grill with an integrated radar for adaptive cruise control, automatic braking, and other safety systems.Inside, customers were greeted by high-bolstered sports seats and a curved display on top of the dashboard. Fronting the driver was the instrument panel, while atop the center stack was the iDrive 8 infotainment touchscreen.But the most significant changes were made under the car's skin. While the ICE powerplant remained the same, the automaker added a 48V mild-hybrid system that helped the car get improved fuel efficiency. In addition, there was a new eight-speed automatic gearbox with revised gear ratios when compared to its predecessor.",https://s1.cdn.autoevolution.com/images/gallery/bmw-x6-m-competition-2023-7431_28.jpg,625,Black,95813,91310
39,Bmw,BMW X6 M G06,2009,Gasoline,4.4L V8 8AT AWD (600 HP),8-speed automatic  M Steptronic  with Drivelogic,SUV (Sports Utility Vehicle),"With 600 hp under the hood, the X6 M tried to offer more performance for the SUV-lovers in a package that started the SUV-coupe trend.When the first X6 came on the market in 2007, it received as much appreciation as hate from its fans. But BMW didn't care too much about that and pushed forward, and soon, the customers started to like it. By 2019, the X6 was already at its third generation, and its main competitors tried to catch it.BMW offered a special exterior package for the X6 M. The front bumper sported a unique design with a wide center grille flanked by two side-scoops. In addition to these, another pair of slimmer air-intakes found their place on the lowest side of the apron. The laser light system was a standard feature for the X6 M and X6 M Competition Package. Worth mentioning that every aerodynamic detail of the car was functional, including the twin rear spoilers, mounted at the top side of the liftgate and on the lower flat panel, above the LED taillights. A set of four, round exhausts poked underneath the car.Inside, the carmaker installed a leather-clad cabin. Its front bucket seats with high-bolstered areas and integrated headrest promised excellent side support during hard cornering. For the rear seats, BMW installed a bench for three. The dashboard featured slim vents on the center stack, under the wide, 12.3"" infotainment display. For the 2019 model, the X6 M sported a 12.3"" digital instrument panel.Under the hood, BMW M installed an evolved 4.4-liter twin-turbo engine. Unlike its predecessor, which offered 575 hp, the 2019 model provided 600 hp for the regular M and 625 for the Competition Package version.",https://s1.cdn.autoevolution.com/images/gallery/bmw-x6-m-g06-2019-7096_14.jpg,600,Blue,107780,93203
40,Bmw,BMW X6M F86,2009,Gasoline,4.4L xDrive V8 8AT AWD (575 HP),8-speed automatic,SUV (Sports Utility Vehicle),"BMW’s high-performance Sports Activity Coupe got enhanced once again for 2015, combining the characteristic features of the X family with the commitment to high performance the M branch offers.The robust exterior is characterized by large air intakes at the front, side gills, a four-pipe exhaust, 21-inch alloy rims, a rear spoiler and some aggressive sharp lines.Inside you get an update environment, in tone with the automaker’s current design style, a new M leather steering wheel with integrated aluminum gearshift paddles and M sports seats in Merino leather for the driver and front passenger (with electric adjustment and memory function), leather-covered instrument panel, anthracite-colored BMW roof liner, aluminum trimmings and more.Technically, the new X6M comes with the new M twin-turbocharged engine, race-inspired cooling and exhaust systems, an upgraded chassis, modified suspension, mixed tires for optimized handling, intelligent all-wheel-drive, high performance brakes, and more.",https://s1.cdn.autoevolution.com/images/gallery/BMW-X6M-5324_4.jpg,575,Blue,75289,111142
41,Bmw,BMW X6M E71,2009,Gasoline,4.4L V8 6AT (555 HP),6-speed automatic,SUV (Sports Utility Vehicle),"What was it really? A hatchback? An SUV? A crossover? Well, all of them. A jacked-up hatchback with a very precise steering and ridiculous power. Sure, everything sounds nice, but it had to come with some compromises: limited cargo space and seating for four. Not a practical or versatile vehicle, but a great option for passionate drivers. The X6M was developed by the BMW’s Motorsport division and featured a twin-turbocharged 4.4-liter V8 engine that cranked out no less than 555 hp, and that’s 5 hp more than the engine on the Caynne Turbo S.Interesting for a crossover, the X6M drove like a sports sedan and was equipped with 20-inch alloys and a special-sport-tuned adaptive suspension. The X6M offered seating for 4 and featured an ample list of standard features such as 20-inch alloys, a self-leveling electronically adjustable active suspension, front and rear parking sensors, xenon headlamps, headlight washers, a power liftgate, a panoramic sunroof, leather upholstery, dual-zone automatic climate control, ambient interior lighting, Bluetooth connectivity and a hard-drive-based navigation system with real-time traffic.Optional features included soft-close automatic doors, ventilated seats, heat steering wheel, heated rear seats, a rearview camera, a head-up display, a 16-speaker premium sound system, keyless entry, a rear-seat entertainment system and towing preparation.Only 4,8 seconds in the sprint to 100 km/h was impressive for a 2,500 kg vehicle.Standard safety features included ABS, stability control, numerous airbags and whiplash-reducing front head restraints.",https://s1.cdn.autoevolution.com/images/gallery/BMWX6M-3868_24.jpg,555,Silver,179752,90953
42,Volkswagen,VOLKSWAGEN Atlas,2017,Gasoline,2.0L TSI (273 HP),Unknown,SUV (Sports Utility Vehicle),"Volkswagen unveiled the 2024 model year Atlas at the beginning of 2023 and improved the big crossover that was based on the same MQB platform as its smaller sibling, the Golf.Using a common base for more vehicles allowed Volkswagen to produce them at lower costs. The increased ground clearance and the available all-wheel drive system allowed the Atlas to perform well in a market that craved SUVs and crossovers. And, after five years on the market, the big VW got its well-deserved facelift.At the front, the Atlas featured a new adaptive front-lighting system (AFS), which surrounded the headlights with a DRL strip. In addition, an illuminated lightbar connected the headlamps. On the main grille, the illuminated round VW logo took center stage, thus creating a premium look for the big crossover. But the automaker didn't stop there and also added a redesigned bumper that sported a set of triangular side scoops pointed inwards. From its profile, the Atlas revealed a muscular stance thanks to the enlarged wheel arches. Finally, at the back, the tilted forward tailgate sported a roof spoiler on its upper side.Inside, the German automaker created a new cabin with an upgraded dashboard. Atop the center stack, Volkswagen installed a 12"" touchscreen for the infotainment system. At the same time, all versions were fitted with a 12.5"" digital instrument panel fronting the driver. Like its predecessor, the 2024 model-year came with three rows of seats and room for seven adults.Underneath the hood, the engine cover left the impression that there was a transversely-mounted V8. But that was only an illusion since the car was powered by a turbocharged inline-four that produced 269 hp (273 PS), which was more potent than the previous VR6 was capable. Power went to the front or in all corners of the car via an eight-speed automatic transmission.",https://s1.cdn.autoevolution.com/images/gallery/volkswagen-atlas-2023-7415_13.jpg,7,White,61416,72040
43,Volkswagen,VOLKSWAGEN ID3,2020,Electric,58 KWh RWD (204 HP),1-Speed automatic,Hatchback,"Volkswagen brought a refreshed version of the ID.3 small-sized vehicle in 2023, more than three years after model's debut.During these years, the world struggled with a pandemic and a big war on the European continent, but the German automaker had to move on. Its engineers worked hard to produce this facelifted version and to make the small-sized ID.3 more competitive on the market. Thus, apart from some aesthetic changes, it also featured a revised interior and a choice of two batteries.The refreshed ID.3 sported a new front fascia with an enhanced lower bumper that enhanced the car's aerodynamics. Thus, on the sides, it featured two slats that diverted the air from the front of the vehicle to the sides, lowering drag resistance. Another significant upgrade was for the headlights, which were available with Matrix-LED technology and a standard main beam for the entire range.Inside, Volkswagen created a cabin where 77% of the materials were recycled, thus lowering the car's carbon footprint. There was also an augmented reality (AR) head-up display that helped the driver navigate the road and showed important information. Another significant step forward was the introduction of the V2X technology that gathered data from other Volkswagen vehicles or infrastructure to warn the driver about potential hazards on the road.The MEB platform used by the ID.3 featured the same 204 PS (201 hp) motor that drove the rear wheels from its predecessor. It was fed by either a 58 or a 77 kWh battery pack, which allowed the vehicle to travel 426 km (265 miles) or 546 km (340 miles), respectively.",https://s1.cdn.autoevolution.com/images/gallery/volkswagen-id3-2023-7436_27.jpg,0,Grey,82551,81564
44,Volkswagen,VOLKSWAGEN Multivan T7,2003,Gasoline,1.5L TSI 7AT FWD (136 HP),7-speed automatic DSG,Van,"Volkswagen Commercial Vehicles introduced a new generation of the Multivan model in 2021, replacing the aging T 6.1 Caravelle lineup.Even though it came after the facelifted version of the T6, the new generation was not named T7 on the official papers. In addition, unlike its predecessors that were built on designated utility-vehicle platforms, the 2021 Multivan was based on the MQB platform shared with many other cars produced by Volkswagen.Since the vehicle was built as a successor to the Caravelle, it had to be comfortable and good-looking but still bear a van-like appearance. At the front, the narrow, high-mounted headlights resembled those fitted on the Golf, while the fat bumper sported a massive grille with a rhomboidal pattern. From its profile, the MPV featured wide windows that covered the upper third-part of the vehicle. Apart from the big front doors, the Multivan also received one or two sliding doors, depending on the options. Last but not least, the rear tailgate could've been electrically opened.Inside, the Multivan could accommodate up to seven passengers on three rows of individual seats. The last row, which was previously fitted with a bench, consisted of individual places that could've been moved or removed, depending on the necessities. The middle row featured two captain seats that could rotate 180 degrees. At the front, a pair of high-mounted seats were already usual for the Multivan. These allowed their occupants to enjoy the great view offered by the wide windscreen and tall side windows. In addition, the dashboard was mounted low enough not to obstruct their sight.Underneath the car's skin, Volkswagen installed a choice of hybrid and turbodiesel engines. In addition, a plug-in hybrid fitted with a 13kW battery pack was available.",https://s1.cdn.autoevolution.com/images/gallery/volkswagen-multivan-t7-2021-7367_11.jpg,136,Red,160405,116231
45,Volkswagen,VOLKSWAGEN Multivan Bulli T61,2003,Diesel,2.0i TDI BMT 4MOTION 6MT AWD (150 HP),6-manual speed,Van,"Volkswagen Commercial vehicles introduced a facelifted version for the sixth generation of the Multivan in 2019, adding some visual and technical upgrades to the popular MPV.Even though the company was focused on creating dependable commercial vehicles, it didn't forget to build passenger versions. In addition, these didn't have to look like LCVs with seats installed aftermarket and cut-away windows on the side panels. The result was that the facelifted version of the T6, named T6.1, looked more like an MPV without windows when sold as an LCV.At the front, Volkswagen created a new front grille that spanned between the headlights with a sharp design and chromed details. The headlamps were also changed and sported LED daytime running lights inside them, making the vehicle look like a VIP shuttle bus. As an option, Volkswagen offered them with full LED lights. From its side, the car didn't get essential changes, but a two-tone color scheme was on the options list.Inside, like any other Multivan, the T6.1 featured a vast amount of space for seven passengers, even in the short wheelbase version. There were two seats at the front, two in the middle row, and three at the back, on a sliding and folding bench. Ingress and egress to the vehicle were easy, thanks to the front doors and the rear sliding doors on both sides. The two captain seats from the second row could've been rotated 180 degrees so the passengers could sit face-to-face with those seated on the bench.Under the hood, Volkswagen installed a 2.0-liter turbo-diesel engine paired with either a six-speed manual or a seven-speed automatic. Power went to the front or all corners of the car, depending on the options.",https://s1.cdn.autoevolution.com/images/gallery/volkswagen-multivan-bulli-t61-2019-7363_11.jpg,150,White,139698,60825
